1000
T Rho Ye Ym Mue Mum Mun Mup Un Up
8.4200201e+00 5.7660083e+12 7.7982560e-02 4.0517923e-02 3.3659364e+01 9.5637871e+01 9.2610235e+02 8.9926455e+02 3.7459157e+00 2.2254624e+00 
5.7305664e+01 3.9341947e+14 2.2040719e-01 6.8150969e-02 1.8174230e+02 1.1535953e+02 9.3879942e+02 8.4552720e+02 2.5311195e+02 2.2528474e+02 
2.5665522e+01 3.9981388e+14 2.5728646e-01 9.4909554e-02 2.3267482e+02 1.8998435e+02 9.6166998e+02 9.1138186e+02 2.5453512e+02 2.3551623e+02 
9.9574308e+00 7.1436259e+12 9.3109317e-02 3.6220595e-02 3.7846413e+01 9.1916877e+01 9.2303357e+02 8.9368513e+02 4.6356078e+00 2.8037602e+00 
1.0208878e+01 1.6334821e+13 7.0818059e-02 2.1289786e-02 4.7837972e+01 9.4383711e+01 9.2975464e+02 8.8955321e+02 1.1017642e+01 6.3970223e+00 
6.9662900e+00 1.2656839e+12 1.0726553e-01 2.3348019e-02 2.0611982e+01 8.4588863e+01 9.2077490e+02 9.0341655e+02 8.6746426e-01 5.3681305e-01 
1.6826061e+01 3.7438655e+13 9.9337101e-02 2.6657871e-03 6.8340193e+01 5.0324938e+01 9.2356819e+02 8.6290292e+02 2.6209250e+01 1.5536198e+01 
7.9000187e+00 2.6456511e+12 9.7087242e-02 7.8521753e-02 2.6612852e+01 9.6146106e+01 9.2142719e+02 9.0353905e+02 1.6581910e+00 1.0563585e+00 
2.4149250e+01 2.9014601e+14 2.6341406e-01 3.5669389e-02 2.1009777e+02 1.3494917e+02 9.4428915e+02 8.8177092e+02 1.8994332e+02 1.6272504e+02 
2.0609274e+01 5.2261870e+14 2.5451165e-01 2.2012047e-02 2.5794537e+02 1.4383598e+02 1.0085833e+03 9.2889437e+02 3.3113007e+02 3.0613935e+02 
2.9138016e+01 5.8267231e+14 2.4484615e-01 4.6224751e-02 2.5911236e+02 1.6813510e+02 1.0257820e+03 9.4615376e+02 3.6713748e+02 3.4590890e+02 
3.1064985e+01 5.7357523e+14 2.4388874e-01 8.6212220e-02 2.5586407e+02 1.9946764e+02 1.0164673e+03 9.5172712e+02 3.6093704e+02 3.4351760e+02 
2.4696951e+01 6.9668195e+14 2.4294454e-01 3.0387833e-02 2.7823943e+02 1.6250215e+02 1.0748148e+03 9.8523177e+02 4.3652392e+02 4.1790397e+02 
1.0277815e+01 1.7654297e+13 6.9766000e-02 1.9853271e-02 4.9026405e+01 9.4268104e+01 9.3024823e+02 8.8893825e+02 1.1968234e+01 6.9346953e+00 
2.9085289e+01 4.6890830e+13 2.0187709e-01 2.6466730e-02 8.4147693e+01 5.5975866e+01 8.9098383e+02 8.3566910e+02 3.0165132e+01 2.0887620e+01 
1.8179977e+01 2.1084575e+13 1.3937828e-01 1.3662353e-02 5.9381710e+01 6.2942876e+01 9.1049255e+02 8.6340379e+02 1.3894745e+01 8.7385867e+00 
6.1277652e+00 4.8931006e+11 1.3098142e-01 3.8337067e-02 1.4867738e+01 8.5583637e+01 9.1833757e+02 9.0611869e+02 3.3712373e-01 2.2110003e-01 
2.6536539e+01 7.7788347e+14 2.3335777e-01 7.6570577e-02 2.8407255e+02 2.1564235e+02 1.1055421e+03 1.0275920e+03 4.8618189e+02 4.7322004e+02 
2.0046577e+01 5.7708925e+14 2.5571471e-01 4.5774181e-03 2.6767602e+02 1.0305186e+02 1.0295572e+03 9.4148017e+02 3.6416123e+02 3.3949240e+02 
2.2710451e+01 7.3758896e+14 2.3779611e-01 1.1618694e-02 2.8280182e+02 1.3083154e+02 1.0964187e+03 9.9551495e+02 4.6123024e+02 4.4225711e+02 
2.8764427e+01 7.4670671e+14 2.3849331e-01 2.6500093e-02 2.8076812e+02 1.5397313e+02 1.0976407e+03 1.0011184e+03 4.6702235e+02 4.4962371e+02 
2.8390491e+01 7.4684160e+14 2.3831472e-01 5.7688587e-02 2.8095405e+02 1.9421443e+02 1.0931345e+03 1.0099925e+03 4.6716668e+02 4.5217829e+02 
7.7854891e+00 1.9448406e+12 1.0877181e-01 4.3776196e-02 2.4358548e+01 8.9119136e+01 9.2008222e+02 9.0179928e+02 1.2853194e+00 8.0941423e-01 
3.1929485e+01 7.6258210e+13 1.8007693e-01 7.9818291e-02 9.6865941e+01 9.9909339e+01 8.9376608e+02 8.3642964e+02 4.9153951e+01 3.5553133e+01 
4.0068851e+01 1.3068824e+14 2.5063086e-01 8.3632695e-02 1.3347070e+02 1.0487031e+02 8.8558595e+02 8.3430525e+02 8.4820939e+01 6.9027821e+01 
5.1135429e+01 2.9770156e+14 2.3504673e-01 6.8807814e-02 1.7261182e+02 1.1246137e+02 9.1477431e+02 8.3574488e+02 1.9448535e+02 1.6783660e+02 
1.4796970e+01 1.7514100e+13 1.1375868e-01 3.9546156e-02 5.3920952e+01 9.0230710e+01 9.1749354e+02 8.7741268e+02 1.1250398e+01 7.0106051e+00 
4.5928829e+01 3.0446439e+14 2.5055236e-01 5.8702556e-02 1.8724385e+02 1.1642593e+02 9.2371374e+02 8.5024955e+02 1.9838018e+02 1.7247280e+02 
3.7121922e+01 3.3145749e+14 2.5263625e-01 7.4069532e-02 2.0558783e+02 1.5118162e+02 9.3926103e+02 8.7691196e+02 2.1405286e+02 1.9065840e+02 
2.0637114e+01 5.2290301e+14 2.5446370e-01 6.2445566e-02 2.5796288e+02 1.8695265e+02 1.0034678e+03 9.3854679e+02 3.3043800e+02 3.1012450e+02 
1.6734272e+01 2.7150084e+13 1.1205231e-01 5.9944879e-02 6.2528728e+01 1.0031249e+02 9.1712318e+02 8.7323307e+02 1.7189083e+01 1.0911493e+01 
3.4550148e+01 7.8157647e+14 2.3143490e-01 8.6514025e-02 2.7820692e+02 2.1601712e+02 1.1043039e+03 1.0276834e+03 4.8838514e+02 4.7606273e+02 
5.6348129e+01 4.0473789e+14 2.2755127e-01 8.9848404e-02 1.8869898e+02 1.3805819e+02 9.3961325e+02 8.6019240e+02 2.5891196e+02 2.3522474e+02 
8.3046312e+00 2.5029522e+12 1.0860205e-01 7.6951193e-02 2.6730254e+01 9.4242408e+01 9.1944337e+02 9.0195098e+02 1.5777998e+00 1.0244637e+00 
4.4976917e+01 1.7249265e+14 2.4228416e-01 5.7687478e-02 1.4242027e+02 8.8284747e+01 8.9235619e+02 8.2212999e+02 1.1661631e+02 9.3467643e+01 
2.4079884e+01 6.9574108e+14 2.4357884e-01 1.3903053e-02 2.7870900e+02 1.3268324e+02 1.0767280e+03 9.8077322e+02 4.3594833e+02 4.1591499e+02 
5.1158073e+01 2.9612934e+14 2.0310129e-01 8.3390211e-02 1.6020015e+02 1.2373168e+02 9.1669527e+02 8.3024617e+02 1.9428016e+02 1.6521591e+02 
1.2060517e+01 1.4737658e+13 9.1042496e-02 9.7023059e-02 4.8540673e+01 1.0832910e+02 9.2208909e+02 8.9155376e+02 8.6702769e+00 5.5072824e+00 
2.8390947e+01 8.0174074e+14 2.3388699e-01 7.8705743e-02 2.8620085e+02 2.1767301e+02 1.1159449e+03 1.0378926e+03 5.0073829e+02 4.8865834e+02 
6.8066010e+00 1.0451482e+12 1.0801440e-01 1.7570589e-02 1.8964057e+01 8.2049366e+01 9.2026970e+02 9.0327781e+02 7.2596576e-01 4.4884767e-01 
2.1407820e+01 2.9531627e+13 1.5229252e-01 6.2154589e-02 6.7721636e+01 9.0864004e+01 9.0412429e+02 8.6016513e+02 1.8415569e+01 1.2416137e+01 
6.3552794e+00 5.5251114e+11 1.2449847e-01 5.3014479e-03 1.5079905e+01 7.2596111e+01 9.1834206e+02 9.0353300e+02 3.9179054e-01 2.4632798e-01 
5.5289755e+00 1.5984858e+11 1.8230183e-01 6.7764321e-02 9.9728816e+00 8.5395376e+01 9.1467055e+02 9.0698539e+02 1.0851493e-01 7.9500819e-02 
2.2247087e+01 6.5033120e+14 2.4826062e-01 2.2071539e-02 2.7502041e+02 1.4969064e+02 1.0559169e+03 9.6783704e+02 4.0816965e+02 3.8747266e+02 
3.8063145e+01 2.5346444e+14 2.5665966e-01 7.3719662e-02 1.8453802e+02 1.3530774e+02 9.1986575e+02 8.6152174e+02 1.6716074e+02 1.4463303e+02 
2.3781839e+01 6.8231260e+14 2.4446344e-01 8.3595758e-02 2.7733265e+02 2.1527158e+02 1.0607611e+03 9.9400570e+02 4.2736740e+02 4.1298458e+02 
4.0586117e+01 1.2775862e+14 2.1215835e-01 7.6728654e-02 1.2065079e+02 9.8535336e+01 8.8853972e+02 8.2286591e+02 8.5036352e+01 6.5417748e+01 
2.0686869e+01 6.8742801e+13 1.0502314e-01 7.2150302e-02 8.5657004e+01 1.1789614e+02 9.2159260e+02 8.6128068e+02 4.5955739e+01 2.9694598e+01 
2.5800638e+01 7.8969027e+14 2.3409851e-01 3.2833101e-02 2.8633029e+02 1.7047668e+02 1.1176016e+03 1.0209777e+03 4.9306801e+02 4.7745886e+02 
2.6993565e+01 7.9378800e+14 2.3403059e-01 9.7691149e-02 2.8612052e+02 2.3285558e+02 1.1090217e+03 1.0396145e+03 4.9560770e+02 4.8459584e+02 
4.3016781e+01 1.6771899e+14 2.0052636e-01 9.6054428e-02 1.3060566e+02 1.1734533e+02 8.9529350e+02 8.2580007e+02 1.1322902e+02 9.0059896e+01 
4.1417110e+01 1.5700845e+14 1.9530348e-01 7.4264228e-02 1.2711383e+02 1.0475725e+02 8.9827575e+02 8.2174409e+02 1.0693732e+02 8.1876209e+01 
5.0284801e+01 4.4443801e+14 2.4103832e-01 4.0163914e-02 2.1121399e+02 1.0638364e+02 9.6553003e+02 8.7300636e+02 2.8400135e+02 2.5661936e+02 
3.3599930e+01 7.6178098e+13 1.9636707e-01 7.8504191e-03 9.8465799e+01 2.2933904e+01 8.9408393e+02 8.1962635e+02 5.1611947e+01 3.4935574e+01 
3.3323124e+01 1.4319315e+14 1.5500709e-01 6.3017102e-02 1.2002413e+02 1.1203432e+02 9.1479450e+02 8.3159119e+02 9.9053078e+01 7.0518451e+01 
5.8502855e+00 1.0099784e+11 2.3049676e-01 8.0461246e-02 7.9664938e+00 8.1992389e+01 9.0962272e+02 9.0353632e+02 6.7258121e-02 5.3374870e-02 
5.5929956e+00 1.1703947e+11 2.0719467e-01 1.0386790e-02 8.6724518e+00 7.2783203e+01 9.1285385e+02 9.0414188e+02 8.1673274e-02 5.7944834e-02 
9.7558708e+00 1.1798560e+13 7.5272329e-02 4.7912805e-02 4.3295985e+01 1.0106383e+02 9.2766485e+02 8.9468203e+02 7.5194989e+00 4.4627124e+00 
4.5915115e+01 4.4676904e+14 2.4414493e-01 9.5937869e-02 2.1839539e+02 1.6925195e+02 9.6227780e+02 8.9784417e+02 2.8351964e+02 2.6377346e+02 
3.3356785e+01 5.6977486e+14 2.4240327e-01 6.9964357e-02 2.5285905e+02 1.8379304e+02 1.0167721e+03 9.4431400e+02 3.5897614e+02 3.3954043e+02 
2.4493608e+01 7.0046380e+14 2.4310778e-01 5.0006441e-02 2.7894845e+02 1.8691632e+02 1.0735829e+03 9.9202460e+02 4.3876012e+02 4.2197278e+02 
2.8970503e+01 8.0648259e+14 2.3097400e-01 6.8275513e-02 2.8515719e+02 2.0836947e+02 1.1204345e+03 1.0363324e+03 5.0376776e+02 4.9093857e+02 
4.7996269e+01 3.5375746e+14 2.4672879e-01 4.2740959e-02 1.9589927e+02 1.0247837e+02 9.3810389e+02 8.5317102e+02 2.2908071e+02 2.0069290e+02 
2.5172222e+01 7.8670439e+14 2.3344307e-01 1.6987311e-02 2.8602931e+02 1.4284093e+02 1.1188296e+03 1.0152978e+03 4.9116575e+02 4.7426543e+02 
2.9373079e+01 3.5582576e+14 2.5552708e-01 3.5340137e-02 2.1967204e+02 1.3349190e+02 9.5629537e+02 8.8440809e+02 2.3027734e+02 2.0221928e+02 
2.1353235e+01 5.9823143e+14 2.5184822e-01 2.6584427e-02 2.6895386e+02 1.5473013e+02 1.0345132e+03 9.5213010e+02 3.7645700e+02 3.5452715e+02 
1.4938866e+01 1.4042879e+13 1.2601762e-01 6.4315328e-03 5.0775517e+01 5.8126601e+01 9.1507642e+02 8.7328879e+02 9.3570563e+00 5.7515975e+00 
4.0190933e+01 1.5368237e+14 2.5713050e-01 5.2577431e-02 1.4575390e+02 9.0709886e+01 8.9522837e+02 8.3370521e+02 1.0240550e+02 8.1899376e+01 
2.0286871e+01 5.7586834e+14 2.5470415e-01 8.5919545e-02 2.6699684e+02 2.0946333e+02 1.0182682e+03 9.6031281e+02 3.6208483e+02 3.4589515e+02 
5.3424545e+01 5.0191182e+14 2.3490670e-01 7.6936318e-03 2.1605624e+02 3.0714424e+01 9.8781741e+02 8.7327087e+02 3.1899977e+02 2.8873161e+02 
1.7859043e+01 5.1472891e+14 2.5882408e-01 7.5069287e-02 2.5940944e+02 1.9765347e+02 9.9892219e+02 9.4099028e+02 3.2496691e+02 3.0637344e+02 
7.7879124e+00 3.1063238e+12 8.5531592e-02 9.3901159e-03 2.7216649e+01 8.0571669e+01 9.2412488e+02 8.9916673e+02 2.1424492e+00 1.2641971e+00 
2.8092478e+01 3.1634216e+14 2.5865692e-01 6.0067492e-02 2.1230613e+02 1.5313629e+02 9.4457868e+02 8.8491050e+02 2.0499629e+02 1.8042631e+02 
4.3257851e+01 1.4730661e+14 2.1927428e-01 8.1934563e-02 1.2754590e+02 1.0204980e+02 8.8778921e+02 8.2169498e+02 9.8622111e+01 7.7910943e+01 
6.3170214e+00 4.3705703e+11 1.3766439e-01 4.9956198e-02 1.4000062e+01 8.5622563e+01 9.1660230e+02 9.0508830e+02 2.9987216e-01 2.0194304e-01 
2.4535875e+01 7.9731941e+14 2.3327416e-01 5.9838333e-02 2.8765608e+02 2.0391676e+02 1.1173163e+03 1.0319487e+03 4.9784608e+02 4.8432768e+02 
3.7794350e+01 5.2802026e+14 2.4251506e-01 8.1463047e-02 2.4189374e+02 1.8229143e+02 9.9814682e+02 9.2944440e+02 3.3338768e+02 3.1391301e+02 
1.3775915e+01 1.1661305e+13 1.2144282e-01 4.9360798e-02 4.7282175e+01 9.0372476e+01 9.1527943e+02 8.8201844e+02 7.3436481e+00 4.6765408e+00 
6.9574103e+00 1.2408675e+12 1.0238111e-01 6.3946423e-02 1.9927031e+01 9.1689789e+01 9.2027040e+02 9.0520326e+02 8.2048737e-01 5.2633318e-01 
2.9787006e+01 1.2724541e+14 1.3943408e-01 2.5941539e-02 1.1302461e+02 8.4098623e+01 9.2122945e+02 8.2886535e+02 9.0008577e+01 5.9467649e+01 
4.6649284e+01 2.9019457e+14 2.4962910e-01 7.5536236e-02 1.8198776e+02 1.2637103e+02 9.1639728e+02 8.4942474e+02 1.8877540e+02 1.6511032e+02 
6.3815494e+00 2.7738220e+11 1.6522638e-01 5.3534480e-02 1.1683244e+01 8.2824582e+01 9.1320659e+02 9.0324177e+02 1.9023237e-01 1.3423775e-01 
2.9367811e+01 7.5278670e+14 2.3373342e-01 1.7749629e-02 2.7916883e+02 1.3599510e+02 1.1023773e+03 9.9945637e+02 4.7070964e+02 4.5249516e+02 
2.5884041e+01 7.6179144e+14 2.3640110e-01 6.9447105e-02 2.8366372e+02 2.0885090e+02 1.0989651e+03 1.0200154e+03 4.7641292e+02 4.6266351e+02 
3.2379200e+01 6.2177040e+14 2.4070463e-01 9.4209627e-02 2.6122071e+02 2.0874783e+02 1.0334289e+03 9.6892413e+02 3.9020366e+02 3.7465055e+02 
1.0179085e+01 1.4643912e+13 7.3645487e-02 8.2061259e-02 4.6478765e+01 1.0942684e+02 9.2757075e+02 8.9603362e+02 8.7664781e+00 5.3218797e+00 
3.3681725e+01 1.1274163e+14 1.6724408e-01 7.2136039e-02 1.1049606e+02 1.0699276e+02 9.0360753e+02 8.3186012e+02 7.6057684e+01 5.4464211e+01 
6.8120708e+00 2.1741168e+11 1.9928877e-01 2.5088855e-02 1.0475081e+01 7.3704234e+01 9.0911864e+02 8.9897666e+02 1.5025170e-01 1.0752165e-01 
4.3011414e+01 2.2461585e+14 1.8062344e-01 9.1935164e-02 1.4337211e+02 1.3065929e+02 9.1424725e+02 8.3208127e+02 1.5302293e+02 1.2345160e+02 
2.4304930e+01 8.3615074e+14 2.3212016e-01 4.6472659e-02 2.9208478e+02 1.9261675e+02 1.1394426e+03 1.0461585e+03 5.2230686e+02 5.0911767e+02 
2.3167986e+01 6.7620710e+14 2.4565692e-01 3.6125208e-02 2.7726671e+02 1.7070416e+02 1.0649832e+03 9.8015533e+02 4.2392551e+02 4.0527701e+02 
3.8615833e+01 1.0299784e+14 2.2011589e-01 6.0516943e-02 1.1307087e+02 8.3571497e+01 8.8530724e+02 8.2242741e+02 6.7680084e+01 5.0916609e+01 
2.4144978e+01 6.6976116e+14 2.4374890e-01 8.1904023e-02 2.7505690e+02 2.1257580e+02 1.0556375e+03 9.8827607e+02 4.1951276e+02 4.0454154e+02 
6.2130828e+00 2.7775930e+11 1.5951286e-01 2.3456078e-02 1.1728232e+01 7.8543531e+01 9.1445901e+02 9.0323182e+02 1.9449395e-01 1.3150816e-01 
8.8429670e+00 3.0781627e+12 1.1002497e-01 3.9873952e-02 2.8906625e+01 8.8316604e+01 9.1954202e+02 8.9796325e+02 2.0148297e+00 1.2612048e+00 
2.4969362e+01 4.0735936e+13 1.6637963e-01 4.9925154e-02 7.6971176e+01 8.3371814e+01 9.0009546e+02 8.4884764e+02 2.5956864e+01 1.7612120e+01 
6.6155381e+00 8.7205996e+11 1.1032195e-01 5.1270799e-02 1.7708619e+01 8.9011310e+01 9.1957037e+02 9.0542216e+02 5.8939448e-01 3.7906511e-01 
2.1268717e+01 2.9713683e+13 1.5076484e-01 1.6066060e-02 6.7806161e+01 6.0637178e+01 9.0676973e+02 8.5411088e+02 1.9567646e+01 1.2512146e+01 
5.7399509e+01 3.9727125e+14 2.1907750e-01 3.1375878e-02 1.8192964e+02 6.9835702e+01 9.4536250e+02 8.3329097e+02 2.5662172e+02 2.2364943e+02 
5.6879306e+00 2.9183060e+11 1.4851001e-01 4.2330396e-02 1.2506053e+01 8.5308314e+01 9.1751726e+02 9.0730282e+02 2.0137352e-01 1.3633478e-01 
5.3070145e+01 4.2684059e+14 2.3658036e-01 7.4585958e-02 2.0195632e+02 1.3587700e+02 9.5226989e+02 8.7174856e+02 2.7246625e+02 2.4848118e+02 
4.9434555e+01 2.2057920e+14 2.2858009e-01 4.9834283e-02 1.4915478e+02 8.2132040e+01 9.0010138e+02 8.1554561e+02 1.4946608e+02 1.2103191e+02 
8.3115664e+00 2.5767646e+12 1.0750304e-01 2.0948557e-02 2.6969570e+01 8.3191736e+01 9.2049991e+02 8.9861955e+02 1.7359180e+00 1.0653675e+00 
3.0089834e+01 7.9336824e+14 2.3460278e-01 7.1438196e-03 2.8434016e+02 1.0178964e+02 1.1223412e+03 1.0129922e+03 4.9497846e+02 4.7769378e+02 
2.5068354e+01 7.0123676e+14 2.4191900e-01 2.4441356e-03 2.7824825e+02 7.8403201e+01 1.0807673e+03 9.7869812e+02 4.3921079e+02 4.1825381e+02 
6.0920072e+00 4.3843096e+11 1.3496330e-01 7.8907121e-02 1.4258618e+01 8.9552762e+01 9.1747068e+02 9.0732193e+02 2.9367349e-01 2.0301056e-01 
6.0695996e+00 4.0443747e+11 1.3872908e-01 7.0630488e-02 1.3859073e+01 8.8460478e+01 9.1716441e+02 9.0693624e+02 2.7294049e-01 1.8809410e-01 
2.1548016e+01 8.7569961e+14 2.2933853e-01 5.8518052e-02 2.9695397e+02 2.1057038e+02 1.1578633e+03 1.0674346e+03 5.4650109e+02 5.3512539e+02 
5.0672585e+01 5.6919235e+14 2.3565727e-01 8.2112160e-02 2.3216746e+02 1.6676965e+02 1.0054907e+03 9.2717100e+02 3.5853671e+02 3.3952969e+02 
5.2540562e+01 2.9105396e+14 2.2939993e-01 8.7370568e-02 1.6655311e+02 1.2253175e+02 9.0869167e+02 8.3448350e+02 1.8972437e+02 1.6488675e+02 
6.4161191e+00 6.9787700e+11 1.2032241e-01 7.0163374e-02 1.6765015e+01 9.0435032e+01 9.1884895e+02 9.0677966e+02 4.6518036e-01 3.1008567e-01 
2.0846014e+01 5.8800995e+14 2.5312394e-01 5.9562910e-02 2.6807535e+02 1.9029184e+02 1.0263842e+03 9.5757167e+02 3.6996273e+02 3.5123138e+02 
4.7415829e+01 2.6328519e+14 1.9092126e-01 5.8818355e-02 1.5211029e+02 1.0515030e+02 9.1782648e+02 8.2073019e+02 1.7566863e+02 1.4200207e+02 
4.7516270e+01 2.1796256e+14 2.4130294e-01 4.1747878e-02 1.5538342e+02 7.7510666e+01 9.0346092e+02 8.2190141e+02 1.4834958e+02 1.2041154e+02 
6.6616993e+00 7.7576090e+11 1.1901829e-01 7.0366485e-02 1.7236590e+01 9.0183006e+01 9.1835462e+02 9.0576685e+02 5.1651278e-01 3.4396149e-01 
2.3943974e+01 7.4136357e+14 2.3783991e-01 3.0597178e-02 2.8266937e+02 1.6647906e+02 1.0953249e+03 1.0019706e+03 4.6369838e+02 4.4639011e+02 
1.1551177e+01 1.9376573e+13 7.6673426e-02 8.0628684e-02 5.1433112e+01 1.1065765e+02 9.2656010e+02 8.9121419e+02 1.1781075e+01 7.2097137e+00 
2.5079630e+01 7.1262493e+14 2.4183926e-01 6.0505852e-02 2.7978526e+02 1.9762058e+02 1.0772176e+03 9.9884312e+02 4.4599929e+02 4.3038853e+02 
2.6819715e+01 6.7774114e+14 2.3959972e-01 3.0702398e-02 2.7295162e+02 1.5899137e+02 1.0667233e+03 9.7599843e+02 4.2491784e+02 4.0527402e+02 
2.3901472e+01 3.3441726e+14 2.6272577e-01 4.3684231e-02 2.2107348e+02 1.4814223e+02 9.5277556e+02 8.9028076e+02 2.1670987e+02 1.9058544e+02 
3.9759155e+01 4.8907799e+14 2.4387246e-01 7.3473746e-02 2.3341971e+02 1.6834036e+02 9.8459173e+02 9.1315816e+02 3.0989477e+02 2.8848303e+02 
3.7597237e+01 1.0911291e+14 2.5621903e-01 9.4031739e-02 1.2723136e+02 1.0778269e+02 8.8252130e+02 8.3980245e+02 6.8576941e+01 5.6392349e+01 
8.1994410e+00 2.2061433e+12 1.1265681e-01 9.9666963e-02 2.5726870e+01 9.5748191e+01 9.1850741e+02 9.0319668e+02 1.3609840e+00 9.1297287e-01 
6.9302940e+00 1.0396294e+12 1.0813313e-01 6.5994939e-02 1.8715173e+01 9.0741942e+01 9.1918936e+02 9.0497717e+02 6.9110443e-01 4.4989508e-01 
7.3818946e+00 1.4593041e+12 1.1354616e-01 3.6911043e-02 2.2127847e+01 8.7150539e+01 9.1975047e+02 9.0271773e+02 9.7903697e-01 6.1828422e-01 
6.7639308e+00 9.5569733e+11 1.1878674e-01 1.6685895e-02 1.9091015e+01 8.1305470e+01 9.1977755e+02 9.0369818e+02 6.6026834e-01 4.1314454e-01 
5.7155085e+00 2.2546727e+11 1.6326907e-01 1.1421873e-02 1.1253474e+01 7.6161891e+01 9.1609062e+02 9.0535372e+02 1.5890505e-01 1.0630388e-01 
1.5633777e+01 1.4356190e+13 1.3294767e-01 1.8429528e-02 5.1594914e+01 7.1817521e+01 9.1276961e+02 8.7262362e+02 9.3874231e+00 5.8891393e+00 
1.6753387e+01 3.9281028e+13 9.6172683e-02 4.2826039e-03 6.8914051e+01 5.9542107e+01 9.2440045e+02 8.6294976e+02 2.7592144e+01 1.6327268e+01 
2.6889233e+01 6.6751161e+13 1.5068583e-01 6.7765905e-02 9.0267471e+01 1.0188424e+02 9.0553230e+02 8.4595089e+02 4.3568857e+01 2.9725896e+01 
5.7102017e+00 2.4039139e+11 1.5953155e-01 2.9323035e-02 1.1559343e+01 8.1964591e+01 9.1635999e+02 9.0616472e+02 1.6738581e-01 1.1363054e-01 
3.7489681e+01 1.2201911e+14 1.8703075e-01 4.7249854e-02 1.1526352e+02 8.3361042e+01 8.9902452e+02 8.1962874e+02 8.3381747e+01 5.9782864e+01 
3.0794458e+01 7.9957379e+14 2.3110312e-01 4.4435698e-02 2.8312700e+02 1.8054442e+02 1.1202461e+03 1.0255500e+03 4.9921449e+02 4.8453977e+02 
2.1437620e+01 8.6281289e+14 2.3037679e-01 8.1559797e-03 2.9595220e+02 1.2670064e+02 1.1592130e+03 1.0473648e+03 5.3798658e+02 5.2330112e+02 
1.9291300e+01 5.5795259e+14 2.5352380e-01 3.3301087e-02 2.6415474e+02 1.6310924e+02 1.0192416e+03 9.4232322e+02 3.5210082e+02 3.2958008e+02 
4.9307098e+01 5.9796649e+14 2.3527281e-01 3.5751003e-02 2.3853876e+02 1.1910196e+02 1.0244744e+03 9.2499154e+02 3.7640224e+02 3.5344388e+02 
5.5708275e+00 1.4757614e+11 1.8819347e-01 4.9845050e-02 9.5790948e+00 8.3003332e+01 9.1408947e+02 9.0600766e+02 1.0118452e-01 7.3235301e-02 
2.6391562e+01 5.4515315e+14 2.4874812e-01 5.7709202e-03 2.5630799e+02 9.1909158e+01 1.0175259e+03 9.2599529e+02 3.4478481e+02 3.1806383e+02 
5.0848969e+01 6.2514303e+14 2.3296727e-01 3.2311045e-02 2.4013656e+02 1.1227855e+02 1.0356700e+03 9.3183447e+02 3.9312462e+02 3.7067922e+02 
2.1672522e+01 6.1572899e+14 2.5092757e-01 9.9971216e-02 2.7114856e+02 2.2163432e+02 1.0310488e+03 9.7547161e+02 3.8610714e+02 3.7199084e+02 
7.9534698e+00 4.3335709e+12 7.9313494e-02 8.2509657e-02 3.0423759e+01 1.0080924e+02 9.2478926e+02 9.0378572e+02 2.6448416e+00 1.6294784e+00 
2.6640875e+01 4.2585251e+13 1.7974906e-01 5.3032958e-03 7.9137085e+01 2.2938521e+01 8.9813823e+02 8.3721553e+02 2.8256464e+01 1.8542598e+01 
9.2154713e+00 4.2215987e+12 1.0298736e-01 5.7781548e-02 3.2014100e+01 9.3632964e+01 9.2053744e+02 8.9802612e+02 2.6768754e+00 1.6805017e+00 
2.9469130e+01 4.9583535e+14 2.4880180e-01 9.1900704e-02 2.4560654e+02 1.9631477e+02 9.8893340e+02 9.3073340e+02 3.1317058e+02 2.9479202e+02 
6.1219597e+00 1.5988084e+11 2.0000023e-01 3.8196959e-02 9.5283185e+00 7.8688997e+01 9.1119999e+02 9.0248379e+02 1.0995785e-01 7.9899067e-02 
3.5715458e+01 7.2629018e+14 2.3392808e-01 7.8747968e-02 2.7095354e+02 2.0330019e+02 1.0790644e+03 1.0015130e+03 4.5408205e+02 4.3968216e+02 
2.3868042e+01 7.6832818e+14 2.3500612e-01 8.1209064e-02 2.8505894e+02 2.2084286e+02 1.1005896e+03 1.0261157e+03 4.8038695e+02 4.6759962e+02 
2.1074715e+01 5.0471423e+13 1.2026879e-01 7.0110406e-02 7.8708113e+01 1.0807005e+02 9.1501499e+02 8.6134563e+02 3.2626523e+01 2.1305352e+01 
7.5526862e+00 1.6735990e+12 1.1065123e-01 8.5834397e-02 2.3135826e+01 9.4158789e+01 9.1940146e+02 9.0460505e+02 1.0606651e+00 7.0065937e-01 
2.4689577e+01 7.1079756e+14 2.4248381e-01 4.7488531e-02 2.8001811e+02 1.8479492e+02 1.0783461e+03 9.9506486e+02 4.4495941e+02 4.2826722e+02 
2.4175301e+01 7.9085749e+13 1.2487230e-01 1.2650124e-02 9.3433345e+01 6.7243943e+01 9.2011758e+02 8.4097738e+02 5.5762544e+01 3.4697879e+01 
2.2679483e+01 7.0923681e+14 2.3973244e-01 1.4512037e-03 2.7978101e+02 7.3078793e+01 1.0848966e+03 9.8189318e+02 4.4395579e+02 4.2308502e+02 
2.5330122e+01 8.3063084e+14 2.3247144e-01 6.2104645e-02 2.9100140e+02 2.0782543e+02 1.1339979e+03 1.0477148e+03 5.1898959e+02 5.0662286e+02 
